INDEX	PLAYER	TEAM	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF	POSITION	YEAR	BB	IBB	HBP	SO	GDP	SLG	OBP	OPS	MH	RISP	PH-BA	XBH	GO	AO	GO/AO	GW/RBI	BB/K	P/PA	ISOP	XR	GPA
12	김다원	KIA	0	19	10	9	3	0	0	0	0	0	0	0	0	Outfielder	2011	1	0	0	3	1	0	0.1	0.1	0	0	0	0	4	2	2	0	0.33	3.3	0	-0.9	0.045
1	조인성	LG	0.267	117	441	390	46	104	14	2	15	167	59	2	1	Catcher	2011	44	3	3	70	10	0.428	0.345	0.773	26	0.267	0.333	31	88	129	0.68	0	0.63	3.6	0.162	56.5	0.262
2	김태군	LG	0.234	38	53	47	4	11	0	0	0	11	1	2	0	Catcher	2011	4	0	0	4	2	0.234	0.294	0.528	2	0.1	0	0	21	11	1.91	0	1	4.28	0	2.9	0.191
3	윤상균	LG	0.221	67	91	77	8	17	3	0	5	35	18	0	1	Catcher	2011	13	1	0	22	4	0.455	0.33	0.785	3	0.241	0.146	8	15	24	0.63	0	0.59	3.8	0.234	11.5	0.262
4	심광호	LG	0.114	25	39	35	1	4	1	0	0	5	1	1	0	Catcher	2011	1	0	2	15	1	0.143	0.184	0.327	0	0.125	0	1	5	11	0.45	0	0.07	3.74	0.029	0	0.119
5	유강남	LG	0	3	3	3	0	0	0	0	0	0	0	0	0	Catcher	2011	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	-	4	0	-0.3	0
1	이택근	LG	0.297	85	368	317	44	94	17	0	4	123	29	5	3	Infielder	2011	40	1	3	45	9	0.388	0.377	0.765	26	0.239	0	21	93	88	1.06	0	0.89	3.95	0.091	46.5	0.267
2	정성훈	LG	0.291	127	494	422	61	123	18	1	10	173	57	11	7	Infielder	2011	49	1	5	69	16	0.41	0.366	0.776	33	0.271	0.333	29	124	113	1.1	0	0.71	3.93	0.118	64.3	0.267
3	서동욱	LG	0.267	112	359	303	42	81	11	1	7	115	37	12	3	Infielder	2011	33	3	8	90	4	0.38	0.352	0.732	22	0.253	0.222	19	61	74	0.82	0	0.37	4.06	0.112	44.1	0.253
4	김태완	LG	0.252	76	246	202	26	51	12	0	6	81	29	10	1	Infielder	2011	31	0	2	37	7	0.401	0.356	0.757	13	0.333	0.25	18	61	54	1.13	0	0.84	4.14	0.149	29.7	0.26
5	김남석	LG	0.25	25	28	24	2	6	2	0	0	8	4	0	0	Infielder	2011	4	0	0	7	2	0.333	0.357	0.69	0	0.333	0.2	2	7	4	1.75	0	0.57	4.79	0.083	2.4	0.244
6	박경수	LG	0.227	111	386	317	36	72	11	1	4	97	26	10	4	Infielder	2011	48	0	7	66	7	0.306	0.338	0.644	15	0.198	0	16	81	102	0.79	0	0.73	4.17	0.079	37.4	0.229
7	오지환	LG	0.212	63	180	156	17	33	7	0	2	46	15	3	1	Infielder	2011	19	0	1	57	2	0.295	0.299	0.594	5	0.326	0	9	39	28	1.39	0	0.33	4.19	0.083	15.2	0.208
8	정병곤	LG	0.2	11	20	20	1	4	0	1	0	6	2	0	0	Infielder	2011	0	0	0	7	0	0.3	0.2	0.5	0	0.429	0	1	3	6	0.5	0	0	3.5	0.1	1	0.165
9	백창수	LG	0.194	20	40	36	4	7	1	1	0	10	3	0	0	Infielder	2011	4	0	0	9	0	0.278	0.275	0.553	2	0.333	0.333	2	6	14	0.43	0	0.44	4.8	0.083	3.1	0.193
10	정주현	LG	0.167	15	21	18	6	3	0	0	0	3	2	0	0	Infielder	2011	3	0	0	4	1	0.167	0.286	0.453	0	0.5	0.25	0	8	3	2.67	0	0.75	4.52	0	1.1	0.17
11	윤진호	LG	0.159	75	99	88	11	14	4	0	0	18	2	5	0	Infielder	2011	6	0	0	26	3	0.205	0.213	0.418	0	0.15	0	4	26	22	1.18	0	0.23	3.41	0.045	2.2	0.147
12	이학준	LG	0.105	33	23	19	6	2	0	1	0	4	2	1	1	Infielder	2011	2	0	0	4	0	0.211	0.182	0.393	0	0.167	0	1	7	7	1	0	0.5	4.26	0.105	0.8	0.135
1	이병규	LG	0.338	127	519	485	64	164	24	0	16	236	75	2	2	Outfielder	2011	28	1	2	47	10	0.487	0.375	0.862	50	0.341	0.375	40	144	132	1.09	0	0.6	3.35	0.148	80.3	0.291
2	박용택	LG	0.302	115	450	414	57	125	21	1	15	193	64	1	4	Outfielder	2011	26	4	5	71	8	0.466	0.347	0.813	34	0.302	0.25	37	116	106	1.09	0	0.37	3.59	0.164	65.3	0.273
3	이진영	LG	0.276	97	355	323	43	89	18	1	2	115	37	2	2	Outfielder	2011	26	0	2	29	9	0.356	0.331	0.687	20	0.233	0	21	109	98	1.11	0	0.9	3.49	0.08	36.5	0.238
4	정의윤	LG	0.256	93	272	242	13	62	9	0	0	71	23	6	3	Outfielder	2011	17	1	4	32	7	0.293	0.312	0.605	14	0.26	0.214	9	67	84	0.8	0	0.53	3.59	0.037	22.2	0.214
5	손인호	LG	0.255	23	51	47	6	12	2	0	2	20	9	1	1	Outfielder	2011	2	0	0	7	1	0.426	0.28	0.706	1	0.353	0.3	4	18	11	1.64	0	0.29	3.9	0.17	5.8	0.233
6	이병규	LG	0.25	33	112	88	13	22	3	0	4	37	14	1	2	Outfielder	2011	20	0	1	32	2	0.42	0.387	0.807	4	0.259	0.143	7	15	21	0.71	0	0.63	4.56	0.17	16.3	0.279
7	이대형	LG	0.249	104	398	354	56	88	11	5	1	112	24	11	1	Outfielder	2011	30	0	2	78	0	0.316	0.31	0.626	24	0.239	0.333	17	128	61	2.1	0	0.38	3.79	0.068	37.9	0.219
8	황선일	LG	0.222	7	10	9	0	2	0	0	0	2	1	0	0	Outfielder	2011	0	0	1	1	0	0.222	0.3	0.522	1	0.5	0	0	4	2	2	0	0	4.9	0	0.7	0.191
9	양영동	LG	0.157	51	83	70	9	11	2	0	0	13	2	0	0	Outfielder	2011	12	0	1	20	1	0.186	0.289	0.475	1	0.231	0	2	22	17	1.29	0	0.6	4.18	0.029	4.9	0.177
1	김정훈	SK	0.5	3	3	2	0	1	0	0	0	1	1	1	0	Catcher	2011	0	0	0	1	0	0.5	0.5	1	0	0.5	0	0	0	0	-	0	0	3.67	0	0.4	0.35
2	정상호	SK	0.26	112	401	366	40	95	19	0	11	147	50	3	2	Catcher	2011	22	1	8	96	10	0.402	0.314	0.716	21	0.301	0.5	30	73	104	0.7	0	0.23	3.77	0.142	43.5	0.242
3	허웅	SK	0.22	27	53	50	4	11	2	0	0	13	3	1	0	Catcher	2011	2	0	0	10	0	0.26	0.25	0.51	1	0.182	0	2	16	13	1.23	0	0.2	3.36	0.04	3.3	0.178
4	최경철	SK	0.143	20	33	28	2	4	3	0	0	7	4	1	1	Catcher	2011	3	0	0	8	0	0.25	0.219	0.469	1	0.2	0	3	11	6	1.83	0	0.38	3.94	0.107	1.9	0.161
5	박경완	SK	0.133	10	16	15	0	2	0	0	0	2	1	0	0	Catcher	2011	1	0	0	6	2	0.133	0.188	0.321	0	0.333	0	0	6	1	6	0	0.17	3.88	0	-0.6	0.118
6	김정남	SK	-	1	0	0	0	0	0	0	0	0	0	0	0	Catcher	2011	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0
1	최정	SK	0.31	113	488	403	64	125	25	1	20	212	75	13	6	Infielder	2011	46	1	20	72	8	0.526	0.402	0.928	39	0.372	0	46	96	116	0.83	0	0.64	3.69	0.216	85	0.312
2	정근우	SK	0.307	90	385	326	60	100	19	0	6	137	40	15	2	Infielder	2011	38	2	4	37	10	0.42	0.384	0.804	29	0.294	0.25	25	106	85	1.25	0	1.03	3.48	0.113	51.6	0.278
3	최동수	SK	0.304	80	199	181	16	55	8	0	2	69	30	2	3	Infielder	2011	11	0	2	21	6	0.381	0.345	0.726	18	0.281	0.4	10	58	50	1.16	0	0.52	3.39	0.077	22.7	0.251
4	박진만	SK	0.28	100	340	282	42	79	18	0	6	115	39	15	4	Infielder	2011	34	2	5	44	6	0.408	0.363	0.771	15	0.324	0.25	24	58	105	0.55	0	0.77	3.84	0.128	42.9	0.265
5	이호준	SK	0.253	114	417	368	41	93	12	0	14	147	62	3	1	Infielder	2011	44	2	1	78	10	0.399	0.333	0.732	24	0.288	0.333	26	113	85	1.33	0	0.56	4.12	0.147	48.6	0.25
6	박정권	SK	0.252	122	507	453	54	114	21	2	13	178	53	6	3	Infielder	2011	42	5	3	103	9	0.393	0.317	0.71	27	0.225	1	36	114	125	0.91	0	0.41	3.73	0.141	57.1	0.241
7	최윤석	SK	0.244	82	209	156	21	38	4	1	1	47	9	14	0	Infielder	2011	32	0	7	38	2	0.301	0.395	0.696	8	0.143	0	6	36	44	0.82	0	0.84	4.02	0.058	23	0.253
8	박정환	SK	0.222	9	11	9	1	2	1	0	0	3	2	0	0	Infielder	2011	2	0	0	5	0	0.333	0.364	0.697	1	0.25	0	1	2	0	-	0	0.4	4.73	0.111	1.2	0.247
8	안정광	SK	0.222	15	20	18	1	4	0	0	0	4	3	0	0	Infielder	2011	2	0	0	5	0	0.222	0.3	0.522	1	0.333	0.25	0	4	5	0.8	0	0.4	3.05	0	1.4	0.191
10	권용관	SK	0.211	28	68	57	8	12	3	1	1	20	10	4	0	Infielder	2011	6	0	1	23	0	0.351	0.297	0.648	2	0.235	0.167	5	11	11	1	0	0.26	4.13	0.14	6.1	0.221
11	박윤	SK	0.2	10	17	15	3	3	0	0	0	3	0	0	0	Infielder	2011	2	0	0	4	0	0.2	0.294	0.494	0	0	0.286	0	1	7	0.14	0	0.5	3.76	0	1.1	0.182
12	김연훈	SK	0.188	84	170	149	15	28	3	0	1	34	13	6	2	Infielder	2011	7	0	6	40	4	0.228	0.25	0.478	5	0.282	0.5	4	56	27	2.07	0	0.18	3.76	0.04	6.8	0.17
13	홍명찬	SK	0.182	8	13	11	2	2	1	0	0	3	0	0	0	Infielder	2011	2	0	0	4	2	0.273	0.308	0.581	0	0	0	1	4	1	4	0	0.5	3.54	0.091	0.3	0.207
14	김성현	SK	0	10	10	9	3	0	0	0	0	0	0	1	0	Infielder	2011	0	0	0	5	0	0	0	0	0	0	0	0	1	3	0.33	0	0	3.2	0	-0.6	0
1	조재호	SK	0.75	1	5	4	1	3	0	0	0	3	0	0	0	Outfielder	2011	1	0	0	1	0	0.75	0.8	1.55	1	0	0	0	0	0	-	0	1	4	0	1.1	0.548
2	안치용	SK	0.311	93	267	219	45	68	8	0	12	112	42	2	1	Outfielder	2011	44	0	1	56	2	0.511	0.426	0.937	16	0.318	0.238	20	39	57	0.68	0	0.79	4.32	0.201	48.6	0.319
3	김강민	SK	0.281	80	310	281	37	79	14	1	8	119	33	5	2	Outfielder	2011	20	1	2	56	3	0.423	0.331	0.754	22	0.239	0.25	23	64	84	0.76	0	0.36	3.72	0.142	39.6	0.255
4	임훈	SK	0.266	93	281	229	34	61	9	6	0	82	24	16	3	Outfielder	2011	33	0	0	33	4	0.358	0.355	0.713	17	0.224	0	15	85	53	1.6	0	1	3.67	0.092	31.1	0.249
5	박재상	SK	0.256	93	352	301	37	77	17	4	4	114	39	11	2	Outfielder	2011	33	1	5	54	7	0.379	0.337	0.716	20	0.254	0	25	88	84	1.05	0	0.61	4.16	0.123	39.7	0.246
6	조동화	SK	0.236	114	345	296	42	70	9	2	0	83	16	21	0	Outfielder	2011	27	0	1	51	1	0.28	0.302	0.582	15	0.162	0.25	11	99	76	1.3	0	0.53	3.72	0.044	27.2	0.206
7	박재홍	SK	0.186	74	187	161	11	30	8	0	1	41	12	7	4	Outfielder	2011	15	0	0	36	2	0.255	0.25	0.505	8	0.149	0.143	9	45	54	0.83	0	0.42	3.8	0.068	12.1	0.176
8	박진원	SK	0.091	7	11	11	0	1	0	0	0	1	0	0	0	Outfielder	2011	0	0	0	2	0	0.091	0.091	0.182	0	0	0	0	6	2	3	0	0	4.18	0	-0.2	0.064
9	김용섭	SK	0	2	1	1	0	0	0	0	0	0	0	0	0	Outfielder	2011	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0
9	윤중환	SK	0	5	2	2	0	0	0	0	0	0	0	0	0	Outfielder	2011	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	4	0	-0.2	0
9	정진기	SK	0	6	3	1	0	0	0	0	0	0	0	0	0	Outfielder	2011	1	0	1	1	0	0	0.667	0.667	0	0	0	0	0	0	-	0	1	4	0	0.6	0.3
1	최경철	넥센	0.223	81	144	130	9	29	3	1	0	34	7	7	0	Catcher	2012	6	0	1	32	0	0.262	0.263	0.525	5	0.179	0	4	40	29	1.38	0	0.19	3.22	0.038	8.9	0.184
2	강귀태	넥센	0.211	12	21	19	2	4	0	0	0	4	1	1	0	Catcher	2012	0	0	1	4	0	0.211	0.25	0.461	1	0.25	0	0	7	4	1.75	0	0	3.67	0	1	0.165
3	허도환	넥센	0.195	94	237	210	11	41	11	0	1	55	14	5	0	Catcher	2012	15	0	7	62	5	0.262	0.272	0.534	8	0.19	0	12	48	59	0.81	0	0.24	3.95	0.067	14	0.188
4	지재옥	넥센	0.12	29	66	50	3	6	1	0	1	10	3	4	0	Catcher	2012	10	0	2	10	2	0.2	0.29	0.49	1	0	0	2	18	16	1.13	0	1	3.91	0.08	3.8	0.181
1	강정호	넥센	0.314	124	519	436	77	137	32	0	25	244	82	1	5	Infielder	2012	71	8	6	78	16	0.56	0.413	0.973	38	0.311	0	57	97	129	0.75	0	0.91	4.03	0.245	95.1	0.326
2	박병호	넥센	0.29	133	560	469	76	136	34	0	31	263	105	0	7	Infielder	2012	73	3	11	111	6	0.561	0.393	0.954	40	0.316	0	65	92	137	0.67	0	0.66	3.99	0.271	103.1	0.317
3	김민성	넥센	0.283	71	254	219	24	62	9	0	4	83	22	8	4	Infielder	2012	17	0	6	58	2	0.379	0.346	0.725	12	0.313	0	13	52	51	1.02	0	0.29	3.91	0.096	31.6	0.25
4	서건창	넥센	0.266	127	501	433	70	115	21	10	1	159	40	13	3	Infielder	2012	45	0	7	43	4	0.367	0.342	0.709	30	0.277	0	32	151	126	1.2	0	1.05	3.83	0.102	60.5	0.246
5	차화준	넥센	0.25	8	4	4	1	1	0	0	0	1	0	0	0	Infielder	2012	0	0	0	1	0	0.25	0.25	0.5	0	0	0	0	1	1	1	0	0	3.25	0	0.2	0.175
6	유재신	넥센	0.235	58	96	85	14	20	2	2	0	26	7	4	1	Infielder	2012	6	0	0	20	0	0.306	0.283	0.589	4	0.29	0.429	4	27	19	1.42	0	0.3	4.25	0.071	8.3	0.204
7	신현철	넥센	0.231	11	26	26	2	6	2	0	0	8	3	0	0	Infielder	2012	0	0	0	5	0	0.308	0.231	0.539	0	0.6	0.5	2	6	9	0.67	0	0	3.65	0.077	1.6	0.181
8	김민우	넥센	0.228	69	230	197	20	45	6	2	5	70	25	6	2	Infielder	2012	22	1	3	49	2	0.355	0.313	0.668	9	0.306	0.231	13	47	58	0.81	0	0.45	4.16	0.127	23.8	0.23
9	지석훈	넥센	0.173	61	121	104	11	18	4	1	1	27	11	3	0	Infielder	2012	10	1	4	24	3	0.26	0.271	0.531	4	0.185	0.143	6	36	26	1.38	0	0.42	3.87	0.087	7	0.187
10	조중근	넥센	0.137	45	112	95	3	13	0	0	1	16	5	4	2	Infielder	2012	10	0	1	31	2	0.168	0.222	0.39	2	0.143	0.2	1	23	30	0.77	0	0.32	4.2	0.032	3.3	0.142
11	김남형	넥센	0	6	5	5	0	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	3	0	0	0	0	0	0	0	0	2	0	-	0	0	3.6	0	-0.5	0
11	장영석	넥센	0	7	13	12	0	0	0	0	0	0	0	0	0	Infielder	2012	1	0	0	3	1	0	0.077	0.077	0	0	0	0	5	4	1.25	0	0.33	3.54	0	-1.1	0.035
1	이택근	넥센	0.275	94	391	345	54	95	20	1	8	141	55	6	6	Outfielder	2012	31	2	3	30	10	0.409	0.335	0.744	30	0.295	0	29	120	106	1.13	0	1.03	3.89	0.133	47.1	0.253
2	장기영	넥센	0.246	116	475	414	64	102	9	5	8	145	35	14	4	Outfielder	2012	40	0	3	67	1	0.35	0.315	0.665	22	0.231	1	22	143	106	1.35	0	0.6	3.68	0.104	53.4	0.229
3	유한준	넥센	0.24	74	274	246	22	59	11	1	3	81	25	6	1	Outfielder	2012	19	1	2	36	11	0.329	0.299	0.628	12	0.263	0.333	15	90	62	1.45	0	0.53	3.76	0.089	22	0.217
4	오윤	넥센	0.231	94	208	173	16	40	3	1	3	54	20	3	0	Outfielder	2012	29	0	3	41	7	0.312	0.351	0.663	6	0.34	0.156	7	55	37	1.49	0	0.71	3.84	0.081	20.4	0.236
5	문우람	넥센	0.231	25	71	65	4	15	4	0	0	19	3	0	1	Outfielder	2012	4	0	1	13	0	0.292	0.282	0.574	4	0.3	0.25	4	26	12	2.17	0	0.31	3.72	0.062	5.8	0.2
6	이성열	넥센	0.219	104	298	265	24	58	12	0	7	91	35	1	1	Outfielder	2012	25	0	6	85	6	0.343	0.3	0.643	14	0.243	0.292	19	63	60	1.05	0	0.29	3.68	0.125	26.6	0.221
7	정수성	넥센	0.217	87	244	203	37	44	7	3	2	63	9	6	1	Outfielder	2012	29	1	5	42	1	0.31	0.328	0.638	8	0.151	0.167	12	71	47	1.51	0	0.69	4.19	0.094	24.6	0.225
8	강병식	넥센	0.2	26	36	30	4	6	2	0	0	8	2	0	0	Outfielder	2012	5	0	1	9	0	0.267	0.333	0.6	0	0.125	0.188	2	11	4	2.75	0	0.56	3.67	0.067	3.1	0.217
9	박정준	넥센	0.185	18	28	27	3	5	1	1	0	8	0	0	0	Outfielder	2012	1	0	0	8	0	0.296	0.214	0.51	0	0	0.111	2	8	6	1.33	0	0.13	3.64	0.111	1.6	0.17
10	박헌도	넥센	0.176	23	42	34	3	6	0	0	0	6	1	0	1	Outfielder	2012	7	0	0	12	0	0.176	0.31	0.486	1	0.133	0	0	8	9	0.89	0	0.58	4.5	0	3.1	0.184
11	송지만	넥센	0.175	14	46	40	2	7	0	0	0	7	4	0	1	Outfielder	2012	4	0	1	9	3	0.175	0.261	0.436	1	0.231	0	0	19	6	3.17	0	0.44	3.87	0	1.8	0.161
1	박세혁	두산	0.333	6	6	6	1	2	1	0	0	3	1	0	0	Catcher	2012	0	0	0	0	0	0.5	0.333	0.833	1	0.5	0	1	2	2	1	0	-	2	0.167	0.9	0.275
2	양의지	두산	0.279	122	416	359	39	100	22	1	5	139	27	9	1	Catcher	2012	37	2	10	51	17	0.387	0.361	0.748	24	0.212	0.125	28	97	112	0.87	0	0.73	3.52	0.109	46.1	0.259
3	최재훈	두산	0.209	69	104	91	9	19	4	0	1	26	8	4	1	Catcher	2012	4	0	4	17	1	0.286	0.27	0.556	2	0.238	0	5	31	25	1.24	0	0.24	3.8	0.077	7.6	0.193
4	김재환	두산	0.128	13	43	39	7	5	1	0	1	9	1	0	0	Catcher	2012	4	0	0	9	0	0.231	0.209	0.44	0	0	0	2	13	12	1.08	0	0.44	4.33	0.103	1.9	0.152
1	류지혁	두산	1	2	1	1	0	1	0	0	0	1	0	0	0	Infielder	2012	0	0	0	0	0	1	1	2	0	0	0	0	0	0	-	0	-	1	0	0.5	0.7
2	김동한	두산	0.375	10	8	8	3	3	0	0	0	3	0	0	0	Infielder	2012	0	0	0	2	0	0.375	0.375	0.75	0	0	0	0	0	3	0	0	0	3.38	0	1.4	0.263
3	김동주	두산	0.291	66	245	223	18	65	5	0	2	76	27	0	4	Infielder	2012	16	0	2	24	7	0.341	0.339	0.68	17	0.304	0.333	7	69	69	1	0	0.67	4.08	0.049	26.3	0.238
4	윤석민	두산	0.291	109	320	289	25	84	9	2	10	127	48	3	8	Infielder	2012	18	0	2	54	12	0.439	0.328	0.767	21	0.338	0.1	21	74	85	0.87	0	0.33	3.73	0.149	41.1	0.257
5	오재원	두산	0.282	77	213	188	29	53	7	3	0	66	17	6	2	Infielder	2012	17	1	0	43	4	0.351	0.338	0.689	15	0.35	0.2	10	59	35	1.69	0	0.4	3.77	0.069	24.2	0.24
6	최주환	두산	0.271	81	238	210	29	57	11	2	2	78	22	6	1	Infielder	2012	18	0	3	23	2	0.371	0.336	0.707	13	0.348	0.235	15	60	71	0.85	0	0.78	3.73	0.1	26.7	0.244
7	이원석	두산	0.268	107	372	325	36	87	13	2	8	128	42	10	2	Infielder	2012	30	4	5	35	16	0.394	0.337	0.731	22	0.299	0	23	79	126	0.63	0	0.86	3.81	0.126	39.9	0.25
8	허경민	두산	0.266	92	173	154	28	41	8	0	0	49	14	6	1	Infielder	2012	7	0	5	17	7	0.318	0.317	0.635	6	0.225	0.143	8	58	39	1.49	0	0.41	3.48	0.052	13.1	0.222
9	고영민	두산	0.265	58	173	151	33	40	10	1	3	61	26	5	0	Infielder	2012	13	0	3	28	5	0.404	0.335	0.739	9	0.383	0	14	54	29	1.86	0	0.46	3.56	0.139	20.1	0.252
10	최준석	두산	0.25	89	278	248	15	62	3	1	6	85	30	2	1	Infielder	2012	25	0	2	47	9	0.343	0.322	0.665	10	0.306	0.357	10	86	54	1.59	0	0.53	4.18	0.093	27.2	0.231
11	손시헌	두산	0.246	86	312	272	24	67	11	1	5	95	31	11	4	Infielder	2012	21	0	4	40	12	0.349	0.306	0.655	15	0.277	0	17	95	74	1.28	0	0.53	3.63	0.103	28.5	0.225
12	김재호	두산	0.215	84	200	177	23	38	2	2	0	44	11	5	0	Infielder	2012	16	0	2	31	5	0.249	0.287	0.536	6	0.286	0	4	55	53	1.04	0	0.52	3.73	0.034	11.8	0.191
13	오재일	두산	0.203	87	228	212	16	43	8	0	8	75	25	2	4	Infielder	2012	10	0	0	58	3	0.354	0.235	0.589	8	0.229	0.214	16	34	81	0.42	0	0.17	3.67	0.151	19	0.194
14	오장훈	두산	0.111	10	19	18	0	2	1	0	0	3	0	0	0	Infielder	2012	1	0	0	6	2	0.167	0.158	0.325	0	0	0	1	5	5	1	0	0.17	4.42	0.056	-0.7	0.113
15	국해성	두산	0	3	6	6	0	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	2	0	0	0	0	0	0	0	0	2	2	1	0	0	3.33	0	-0.6	0
1	김현수	두산	0.291	122	491	437	47	127	17	1	7	167	65	0	5	Outfielder	2012	46	2	3	50	9	0.382	0.358	0.74	34	0.384	0	25	120	145	0.83	0	0.92	3.6	0.092	61.2	0.257
2	임재철	두산	0.243	66	148	136	16	33	4	2	2	47	14	3	1	Outfielder	2012	8	0	0	25	7	0.346	0.283	0.629	6	0.206	0.2	8	41	38	1.08	0	0.32	3.91	0.103	11.6	0.214
3	이종욱	두산	0.24	121	497	437	57	105	17	1	0	124	39	9	5	Outfielder	2012	43	2	3	43	2	0.284	0.309	0.593	23	0.263	0	18	128	166	0.77	0	1	3.77	0.043	44.7	0.21
4	정수빈	두산	0.235	101	357	315	46	74	11	7	0	99	32	19	2	Outfielder	2012	18	1	3	46	5	0.314	0.281	0.595	16	0.244	0	18	124	73	1.7	0	0.39	3.67	0.079	30.2	0.205
5	정진호	두산	0.227	46	84	75	14	17	2	0	0	19	5	1	1	Outfielder	2012	6	0	1	13	1	0.253	0.289	0.542	3	0.188	0.667	2	27	19	1.42	0	0.46	3.77	0.027	6.5	0.193
6	민병헌	두산	0.143	2	8	7	0	1	0	0	0	1	0	1	0	Outfielder	2012	0	0	0	2	0	0.143	0.143	0.286	0	0	0	0	3	1	3	0	0	2.63	0	-0.7	0.1
1	강민호	롯데	0.273	119	454	400	41	109	21	0	19	187	66	0	2	Catcher	2012	44	2	8	97	9	0.468	0.355	0.823	27	0.265	0.25	40	84	112	0.75	0	0.45	4.02	0.195	64.6	0.277
2	김사훈	롯데	0.267	17	15	15	0	4	1	0	0	5	2	0	0	Catcher	2012	0	0	0	7	0	0.333	0.267	0.6	0	1	0	1	2	2	1	0	0	4	0.067	1.2	0.203
3	용덕한	롯데	0.236	55	80	72	9	17	1	0	1	21	6	3	0	Catcher	2012	4	0	1	10	0	0.292	0.286	0.578	2	0.2	0	2	23	22	1.05	0	0.4	3.58	0.056	7	0.202
4	윤여운	롯데	0.167	15	6	6	0	1	1	0	0	2	0	0	0	Catcher	2012	0	0	0	5	0	0.333	0.167	0.5	0	0	0	1	0	0	-	0	0	4.83	0.167	0.2	0.158
5	변용선	롯데	0	7	5	5	0	0	0	0	0	0	0	0	0	Catcher	2012	0	0	0	2	0	0	0	0	0	0	0	0	2	1	2	0	0	4.8	0	-0.5	0
1	조성환	롯데	0.278	103	390	345	40	96	14	0	3	119	33	14	2	Infielder	2012	28	0	1	58	7	0.345	0.332	0.677	31	0.269	0.2	17	93	100	0.93	0	0.48	3.78	0.067	39.9	0.236
2	박준서	롯데	0.275	87	207	182	21	50	9	3	2	71	12	12	1	Infielder	2012	11	0	1	33	2	0.39	0.318	0.708	12	0.213	0.158	14	61	39	1.56	0	0.33	3.65	0.115	23.1	0.241
3	황재균	롯데	0.272	133	504	448	42	122	19	1	4	155	51	11	2	Infielder	2012	38	3	5	81	10	0.346	0.335	0.681	29	0.28	0.5	24	108	139	0.78	0	0.47	3.61	0.074	53.4	0.237
4	손용석	롯데	0.266	43	70	64	3	17	2	0	0	19	5	0	0	Infielder	2012	5	0	1	13	1	0.297	0.329	0.626	2	0.3	0.267	2	18	16	1.13	0	0.38	3.6	0.031	6.3	0.222
5	박종윤	롯데	0.257	121	459	416	41	107	19	4	9	161	47	15	1	Infielder	2012	22	5	5	64	10	0.387	0.302	0.689	26	0.252	0.167	32	127	119	1.07	0	0.34	3.57	0.13	46.2	0.233
6	양종민	롯데	0.25	2	4	4	0	1	0	0	0	1	1	0	0	Infielder	2012	0	0	0	1	0	0.25	0.25	0.5	0	1	0	0	2	0	-	0	0	4	0	0.4	0.175
7	권영준	롯데	0.231	11	14	13	2	3	0	0	0	3	0	0	0	Infielder	2012	0	0	1	6	0	0.231	0.286	0.517	0	0	0.143	0	0	4	0	0	0	4.79	0	0.9	0.186
8	문규현	롯데	0.205	105	277	244	17	50	10	0	0	60	17	14	2	Infielder	2012	13	0	4	50	3	0.246	0.255	0.501	10	0.15	0	10	77	69	1.12	0	0.26	3.71	0.041	14.7	0.176
9	정훈	롯데	0.2	78	137	125	12	25	4	1	2	37	12	8	1	Infielder	2012	3	0	0	42	2	0.296	0.217	0.513	4	0.226	0.231	7	28	31	0.9	0	0.07	3.74	0.096	7.6	0.172
10	김상호	롯데	0.167	8	15	12	1	2	0	0	0	2	0	0	0	Infielder	2012	3	0	0	5	0	0.167	0.333	0.5	0	0	1	0	3	2	1.5	0	0.6	4.8	0	1.1	0.192
11	황진수	롯데	0.111	28	20	18	2	2	1	0	0	3	0	1	0	Infielder	2012	1	0	0	9	1	0.167	0.158	0.325	0	0	0	1	5	2	2.5	0	0.11	3.85	0.056	0.1	0.113
12	신본기	롯데	0.105	50	67	57	9	6	0	0	0	6	3	0	0	Infielder	2012	9	0	1	17	3	0.105	0.239	0.344	0	0.111	0	0	19	15	1.27	0	0.53	4.06	0	0.4	0.134
13	김대우	롯데	0	6	7	7	1	0	0	0	0	0	0	0	0	Infielder	2012	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0.5	0	0	3.43	0	-0.7	0
1	손아섭	롯데	0.314	132	556	503	61	158	26	0	5	199	58	2	4	Outfielder	2012	41	4	6	79	7	0.396	0.37	0.766	43	0.333	0.5	31	174	96	1.81	0	0.52	3.72	0.082	72.5	0.266
2	김주찬	롯데	0.294	118	488	435	62	128	27	3	5	176	39	11	5	Outfielder	2012	30	1	7	48	7	0.405	0.346	0.751	39	0.278	0.333	35	120	144	0.83	0	0.63	3.36	0.11	62	0.257
