INDEX	PLAYER	TEAM	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF	POSITION	YEAR	BB	IBB	HBP	SO	GDP	SLG	OBP	OPS	MH	RISP	PH-BA	XBH	GO	AO	GO/AO	GW/RBI	BB/K	P/PA	ISOP	XR	GPA
2	조셉	LG	0.274	55	217	197	17	54	3	0	9	84	36	0	2	Infielder	2019	14	0	4	46	3	0.426	0.332	0.758	13	0.263	0.5	12	44	55	0.8	3	0.3	3.6	0.152	28.3	0.256
3	김민성	LG	0.26	107	401	361	44	94	16	0	8	134	50	5	1	Infielder	2019	30	0	4	75	12	0.371	0.323	0.694	25	0.33	0	24	86	107	0.8	8	0.4	3.91	0.111	41.1	0.238
4	오지환	LG	0.252	134	547	473	63	119	23	5	9	179	53	7	3	Infielder	2019	57	1	7	113	7	0.378	0.339	0.717	32	0.256	0	37	122	122	1	8	0.5	4.11	0.127	66.7	0.247
5	서상우	LG	0.238	13	24	21	2	5	1	0	0	6	1	0	0	Infielder	2019	3	0	0	8	1	0.286	0.333	0.619	2	0	0.143	1	6	2	3	0	0.38	4.04	0.048	1.9	0.221
6	신민재	LG	0.235	81	94	81	25	19	3	0	0	22	5	1	1	Infielder	2019	8	0	3	17	0	0.272	0.323	0.595	2	0.211	0.286	3	35	11	3.18	1	0.47	4.31	0.037	7.8	0.213
7	정주현	LG	0.231	129	425	376	53	87	19	2	2	116	27	16	1	Infielder	2019	31	0	1	91	10	0.309	0.291	0.6	21	0.195	0	23	105	94	1.12	3	0.34	3.83	0.077	32.9	0.208
8	김용의	LG	0.218	114	210	179	35	39	5	3	0	50	17	4	1	Infielder	2019	24	1	2	38	1	0.279	0.316	0.595	8	0.25	0	8	58	45	1.29	3	0.63	3.88	0.061	18.7	0.212
9	류형우	LG	0.182	10	12	11	2	2	0	0	0	2	1	0	0	Infielder	2019	1	0	0	3	1	0.182	0.25	0.432	0	0.333	0	0	6	0	-	0	0.33	3.33	0	0.1	0.158
10	구본혁	LG	0.176	57	95	85	10	15	1	0	1	19	6	1	1	Infielder	2019	6	0	2	17	0	0.224	0.245	0.469	3	0.133	0	2	24	30	0.8	2	0.35	3.64	0.047	5.4	0.166
11	백승현	LG	0.167	14	30	30	1	5	1	0	0	6	0	0	0	Infielder	2019	0	0	0	10	1	0.2	0.167	0.367	0	0	0	1	10	5	2	0	0	3.3	0.033	0.2	0.125
12	양종민	LG	0.136	18	49	44	1	6	2	0	0	8	5	2	1	Infielder	2019	2	0	0	15	3	0.182	0.17	0.352	1	0.083	0	2	16	8	2	0	0.13	3.78	0.045	-0.1	0.122
13	김재율	LG	0.111	4	9	9	0	1	0	0	0	1	0	0	0	Infielder	2019	0	0	0	0	0	0.111	0.111	0.222	0	0	0	0	4	4	1	0	-	4.33	0	-0.2	0.078
14	윤진호	LG	0.102	106	62	59	6	6	2	0	1	11	5	2	0	Infielder	2019	1	0	0	13	0	0.186	0.117	0.303	0	0.188	0	3	19	21	0.9	0	0.08	3.37	0.085	-0.2	0.099
15	박지규	LG	0.091	10	18	11	2	1	0	0	0	1	1	1	0	Infielder	2019	4	0	2	7	0	0.091	0.412	0.503	0	0	0	0	2	1	2	0	0.57	4.39	0	1.6	0.208
16	양원혁	LG	-	1	0	0	1	0	0	0	0	0	0	0	0	Infielder	2019	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0
1	채은성	LG	0.315	128	514	470	59	148	18	1	12	204	72	0	8	Outfielder	2019	24	1	12	67	9	0.434	0.358	0.792	43	0.331	0.333	31	130	133	0.98	9	0.36	3.64	0.119	71.8	0.27
2	이천웅	LG	0.308	138	613	546	88	168	24	3	2	204	48	4	1	Outfielder	2019	57	1	5	82	13	0.374	0.378	0.752	52	0.333	0.333	29	186	111	1.68	6	0.7	3.81	0.066	75.4	0.264
3	김현수	LG	0.304	140	595	526	75	160	37	0	11	230	82	0	9	Outfielder	2019	54	9	6	52	11	0.437	0.37	0.807	49	0.329	0	48	165	158	1.04	9	1.04	3.67	0.133	84.2	0.276
4	이형종	LG	0.286	120	482	419	56	120	24	1	13	185	63	1	10	Outfielder	2019	42	1	10	78	9	0.442	0.358	0.8	35	0.248	0.222	38	103	128	0.8	4	0.54	3.67	0.155	68	0.272
5	박용택	LG	0.282	64	215	195	19	55	9	0	1	67	22	0	2	Outfielder	2019	18	1	0	30	3	0.344	0.34	0.684	15	0.22	0.273	10	48	64	0.75	0	0.6	3.62	0.062	23.5	0.239
6	홍창기	LG	0.25	23	26	24	3	6	2	0	0	8	0	0	0	Outfielder	2019	1	0	1	12	1	0.333	0.308	0.641	1	0.167	0.143	2	4	2	2	0	0.08	4.42	0.083	2.6	0.222
7	전민수	LG	0.24	75	106	96	8	23	7	0	0	30	8	1	0	Outfielder	2019	9	0	0	18	4	0.313	0.305	0.618	3	0.241	0.282	7	26	29	0.9	1	0.5	4.02	0.073	8	0.216
1	양의지	NC	0.354	118	459	390	61	138	26	0	20	224	68	0	6	Catcher	2019	48	4	15	43	13	0.574	0.438	1.012	43	0.364	0.167	46	86	129	0.67	4	1.12	3.74	0.221	88.7	0.341
2	윤수강	NC	0.25	2	4	4	0	1	0	0	0	1	0	0	0	Catcher	2019	0	0	0	1	1	0.25	0.25	0.5	0	0	0	0	2	0	-	0	0	3.75	0	-0.1	0.175
3	베탄코트	NC	0.246	53	224	203	23	50	8	0	8	82	29	0	2	Catcher	2019	18	0	1	51	1	0.404	0.308	0.712	13	0.267	0	16	56	48	1.17	3	0.35	3.79	0.158	26.8	0.24
4	정범모	NC	0.225	25	45	40	4	9	1	0	2	16	4	2	0	Catcher	2019	3	0	0	15	0	0.4	0.279	0.679	1	0.125	0	3	6	10	0.6	1	0.2	3.64	0.175	4.7	0.226
5	김형준	NC	0.224	55	119	107	13	24	5	0	2	35	9	4	0	Catcher	2019	8	0	0	24	1	0.327	0.278	0.605	7	0.122	0.125	7	40	19	2.11	0	0.33	3.75	0.103	9.8	0.207
6	김태군	NC	0.182	18	28	22	0	4	0	0	0	4	1	0	0	Catcher	2019	4	0	2	8	1	0.182	0.357	0.539	0	0.143	0	0	8	2	4	0	0.5	3.54	0	2	0.206
1	박민우	NC	0.344	125	526	468	89	161	23	8	1	203	45	2	6	Infielder	2019	41	1	9	40	10	0.434	0.403	0.837	45	0.333	0	32	129	144	0.9	5	1.03	3.74	0.09	79.4	0.29
2	모창민	NC	0.305	101	386	341	49	104	21	2	10	159	55	0	11	Infielder	2019	31	1	3	62	8	0.466	0.358	0.824	30	0.261	0.625	33	75	111	0.68	8	0.5	3.57	0.161	57.8	0.278
3	이상호	NC	0.278	102	256	234	30	65	7	0	0	72	12	8	3	Infielder	2019	9	0	2	22	10	0.308	0.306	0.614	18	0.179	0.083	7	102	48	2.13	3	0.41	3.07	0.03	20.3	0.215
4	김찬형	NC	0.277	76	154	141	16	39	4	2	1	50	12	2	1	Infielder	2019	6	0	4	21	1	0.355	0.322	0.677	10	0.143	0.167	7	50	32	1.56	3	0.29	3.3	0.078	15.8	0.234
5	김태진	NC	0.275	123	399	374	44	103	14	5	5	142	46	5	3	Infielder	2019	16	0	1	67	3	0.38	0.305	0.685	28	0.296	0.111	24	102	105	0.97	4	0.24	3.56	0.104	43.9	0.232
6	박석민	NC	0.267	112	444	360	49	96	17	1	19	172	74	4	3	Infielder	2019	65	2	12	69	17	0.478	0.393	0.871	20	0.28	0.333	37	108	90	1.2	5	0.94	4.19	0.211	66.3	0.296
6	손시헌	NC	0.267	68	149	135	17	36	4	1	2	48	10	4	0	Infielder	2019	5	0	5	23	2	0.356	0.317	0.673	11	0.3	0.25	7	34	42	0.81	1	0.22	3.68	0.089	14.6	0.232
8	노진혁	NC	0.264	110	390	348	51	92	23	2	13	158	43	6	3	Infielder	2019	31	2	2	80	7	0.454	0.326	0.78	23	0.241	0	38	83	96	0.86	4	0.39	3.9	0.19	50.2	0.26
9	이원재	NC	0.258	94	285	256	31	66	11	0	8	101	36	5	3	Infielder	2019	20	0	1	47	5	0.395	0.311	0.706	16	0.279	0.182	19	78	68	1.15	4	0.43	3.74	0.137	31.6	0.239
10	지석훈	NC	0.228	76	169	149	15	34	9	0	2	49	15	2	2	Infielder	2019	10	1	6	37	6	0.329	0.299	0.628	6	0.15	0	11	39	41	0.95	3	0.27	3.79	0.101	13.8	0.217
11	김진형	NC	0.15	11	23	20	2	3	1	0	0	4	2	1	2	Infielder	2019	0	0	0	4	1	0.2	0.136	0.336	0	0	0.333	1	7	8	0.88	0	0	3	0.05	0.6	0.111
12	오영수	NC	0.125	3	8	8	0	1	0	0	0	1	0	0	0	Infielder	2019	0	0	0	4	0	0.125	0.125	0.25	0	0	0	0	3	0	-	0	0	4	0	-0.2	0.088
13	김철호	NC	0	2	2	2	0	0	0	0	0	0	0	0	0	Infielder	2019	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	2	0	-0.2	0
13	유영준	NC	0	3	4	4	0	0	0	0	0	0	0	0	0	Infielder	2019	0	0	0	1	0	0	0	0	0	0	0	0	3	0	-	0	0	3	0	-0.4	0
1	최승민	NC	0.444	24	10	9	5	4	1	0	0	5	1	0	0	Outfielder	2019	1	0	0	2	0	0.556	0.5	1.056	0	0	0	1	1	2	0.5	0	0.5	3.8	0.111	2.5	0.364
2	나성범	NC	0.366	23	106	93	19	34	12	1	4	60	14	0	0	Outfielder	2019	12	0	1	26	2	0.645	0.443	1.088	12	0.28	0	17	13	20	0.65	3	0.46	3.95	0.28	22.1	0.361
3	이명기	NC	0.293	139	547	484	62	142	17	3	2	171	36	7	4	Outfielder	2019	48	2	4	66	12	0.353	0.359	0.712	39	0.269	0	22	169	111	1.52	4	0.73	3.83	0.06	63	0.25
4	권희동	NC	0.256	116	413	348	37	89	17	0	6	124	41	5	3	Outfielder	2019	50	1	7	60	10	0.356	0.358	0.714	18	0.227	0.231	23	90	112	0.8	6	0.83	4.16	0.101	47.5	0.25
5	김준완	NC	0.25	8	19	16	0	4	0	0	0	4	1	0	1	Outfielder	2019	2	0	0	2	0	0.25	0.316	0.566	1	0	0	0	5	6	0.83	0	1	4.42	0	2	0.205
5	이인혁	NC	0.25	6	9	8	1	2	0	0	1	5	1	0	0	Outfielder	2019	1	0	0	3	0	0.625	0.333	0.958	0	0	1	1	2	1	2	0	0.33	4	0.375	1.7	0.306
7	강진성	NC	0.247	41	104	97	11	24	4	1	2	36	14	0	0	Outfielder	2019	3	0	4	20	6	0.371	0.298	0.669	6	0.207	0.167	7	22	31	0.71	0	0.15	3.54	0.124	8.8	0.227
8	김성욱	NC	0.23	116	333	287	38	66	16	1	9	111	36	9	5	Outfielder	2019	29	1	3	69	4	0.387	0.302	0.689	18	0.297	0.25	26	64	93	0.69	5	0.42	3.86	0.157	36.4	0.233
9	스몰린스키	NC	0.229	55	228	205	32	47	14	1	9	90	42	0	2	Outfielder	2019	16	0	5	31	7	0.439	0.298	0.737	14	0.333	0	24	58	71	0.82	7	0.52	3.76	0.21	26.6	0.244
10	박헌욱	NC	0.111	6	9	9	0	1	1	0	0	2	1	0	0	Outfielder	2019	0	0	0	5	1	0.222	0.111	0.333	0	0.333	0	1	2	1	2	0	0	3.44	0.111	-0.4	0.105
1	이재원	SK	0.268	139	502	451	33	121	19	0	12	176	75	1	7	Catcher	2019	34	2	9	59	16	0.39	0.327	0.717	29	0.303	0.364	31	137	141	0.97	10	0.58	3.57	0.122	57.1	0.245
2	김성민	SK	0.25	2	4	4	0	1	0	0	0	1	0	0	0	Catcher	2019	0	0	0	3	0	0.25	0.25	0.5	0	0	0	0	0	0	-	0	0	4	0	0.2	0.175
3	허도환	SK	0.127	56	93	79	3	10	3	0	1	16	6	4	2	Catcher	2019	5	0	3	18	3	0.203	0.202	0.405	0	0	0	4	30	23	1.3	1	0.28	3.69	0.076	2.4	0.142
4	이현석	SK	0	2	3	3	0	0	0	0	0	0	0	0	0	Catcher	2019	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0.5	0	-	4	0	-0.3	0
1	최정	SK	0.292	141	606	503	86	147	27	0	29	261	99	0	8	Infielder	2019	69	6	26	92	4	0.519	0.399	0.918	40	0.333	0	56	82	190	0.43	14	0.75	3.85	0.227	107.1	0.309
2	로맥	SK	0.276	137	589	504	86	139	28	1	29	256	95	0	6	Infielder	2019	73	3	6	117	11	0.508	0.37	0.878	39	0.266	0	58	90	164	0.55	12	0.62	4.19	0.232	94.5	0.294
3	김성현	SK	0.246	144	472	426	45	105	16	2	1	128	34	8	3	Infielder	2019	33	0	2	43	15	0.3	0.302	0.602	24	0.216	0	19	148	133	1.11	3	0.77	3.47	0.054	37	0.211
4	안상현	SK	0.235	65	108	102	14	24	3	0	0	27	5	1	1	Infielder	2019	4	0	0	28	3	0.265	0.262	0.527	4	0.227	0	3	29	22	1.32	1	0.14	3.76	0.029	6.4	0.184
5	최항	SK	0.228	52	147	127	12	29	5	0	0	34	14	1	1	Infielder	2019	16	0	2	24	3	0.268	0.322	0.59	5	0.25	0	5	36	39	0.92	2	0.67	3.68	0.039	12.4	0.212
6	남태혁	SK	0.227	12	24	22	1	5	0	0	0	5	1	0	0	Infielder	2019	2	0	0	3	3	0.227	0.292	0.519	0	0.167	0.2	0	8	6	1.33	0	0.67	3.96	0	0.5	0.188
6	최승준	SK	0.227	10	24	22	2	5	0	0	0	5	0	0	0	Infielder	2019	2	0	0	10	1	0.227	0.292	0.519	1	0	0	0	4	3	1.33	0	0.2	3.54	0	1.2	0.188
8	나주환	SK	0.222	94	245	225	14	50	9	0	3	68	20	4	1	Infielder	2019	12	0	3	54	6	0.302	0.27	0.572	12	0.226	0.385	12	57	65	0.88	4	0.22	3.77	0.08	16.6	0.197
9	최준우	SK	0.212	15	36	33	3	7	2	0	0	9	0	0	0	Infielder	2019	3	0	0	3	2	0.273	0.278	0.551	2	0	0.5	2	15	8	1.88	0	1	4.03	0.061	1.9	0.193
10	박정권	SK	0.188	18	37	32	5	6	1	0	1	10	5	0	0	Infielder	2019	5	0	0	11	0	0.313	0.297	0.61	2	0.25	0.2	2	7	8	0.88	0	0.45	3.86	0.125	3.4	0.212
11	김창평	SK	0.178	18	53	45	4	8	2	0	0	10	3	3	0	Infielder	2019	4	0	1	11	1	0.222	0.26	0.482	3	0.25	0	2	15	11	1.36	0	0.36	4.08	0.044	2.5	0.173
12	강승호	SK	0.154	15	42	39	5	6	0	0	2	12	5	1	0	Infielder	2019	2	0	0	18	1	0.308	0.195	0.503	1	0.25	0	2	7	8	0.88	1	0.11	4	0.154	2.1	0.165
13	정현	SK	0.079	27	45	38	3	3	0	0	0	3	2	0	1	Infielder	2019	6	0	0	17	1	0.079	0.2	0.279	0	0.167	0	0	10	9	1.11	0	0.35	4.53	0	0.1	0.11
14	최경모	SK	0.063	17	16	16	2	1	1	0	0	2	1	0	0	Infielder	2019	0	0	0	2	0	0.125	0.063	0.188	0	0	0	1	5	8	0.63	0	0	3.31	0.063	-0.6	0.06
1	임재현	SK	0.667	6	3	3	1	2	0	0	0	2	0	0	0	Outfielder	2019	0	0	0	1	0	0.667	0.667	1.334	0	0	0	0	0	0	-	0	0	3.67	0	0.9	0.467
2	고종욱	SK	0.323	137	513	492	76	159	25	7	3	207	56	0	2	Outfielder	2019	18	1	1	89	5	0.421	0.347	0.768	48	0.341	0.231	35	147	99	1.48	8	0.2	3.61	0.098	68.6	0.261
3	김재현	SK	0.286	83	49	42	29	12	2	1	0	16	2	3	0	Outfielder	2019	4	0	0	11	0	0.381	0.348	0.729	2	0.25	0.333	3	8	11	0.73	0	0.36	3.61	0.095	6.1	0.252
4	정의윤	SK	0.282	110	419	380	44	107	24	0	13	170	59	0	2	Outfielder	2019	30	1	6	60	9	0.447	0.342	0.789	29	0.279	0.25	37	99	116	0.85	7	0.5	3.62	0.166	55.5	0.266
5	김강민	SK	0.27	127	460	422	54	114	14	2	8	156	50	0	3	Outfielder	2019	31	3	4	103	2	0.37	0.324	0.694	31	0.298	0.25	24	88	120	0.73	7	0.3	3.95	0.1	52.3	0.238
6	한동민	SK	0.265	125	502	427	52	113	20	0	12	169	52	0	0	Outfielder	2019	55	4	20	100	6	0.396	0.375	0.771	28	0.264	0.3	32	108	106	1.02	7	0.55	4	0.131	65.7	0.268
7	노수광	SK	0.25	117	445	388	69	97	16	1	2	121	28	9	0	Outfielder	2019	46	0	2	68	1	0.312	0.333	0.645	27	0.333	0.5	19	121	102	1.19	3	0.68	3.96	0.062	45.7	0.228
8	배영섭	SK	0.225	30	80	71	5	16	1	0	0	17	7	0	1	Outfielder	2019	6	0	2	15	0	0.239	0.3	0.539	2	0.385	0.25	1	15	26	0.58	3	0.4	4	0.014	6.6	0.195
9	정진기	SK	0.188	13	17	16	1	3	0	0	0	3	2	0	0	Outfielder	2019	1	0	0	2	0	0.188	0.235	0.423	1	0.5	1	0	6	5	1.2	0	0.5	5.06	0	0.7	0.153
10	오준혁	SK	0	2	1	1	1	0	0	0	0	0	0	0	0	Outfielder	2019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0
10	채현우	SK	0	9	1	1	2	0	0	0	0	0	0	0	0	Outfielder	2019	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	4	0	0.1	0
10	최민재	SK	0	1	2	2	0	0	0	0	0	0	0	0	0	Outfielder	2019	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	3	0	-0.2	0
1	최용제	두산	0.295	28	49	44	9	13	0	1	0	15	9	1	0	Catcher	2020	4	0	0	8	2	0.341	0.354	0.695	1	0.353	0.333	1	13	10	1.3	1	0.5	3.2	0.045	4.8	0.245
2	박세혁	두산	0.269	124	423	360	47	97	18	2	4	131	51	9	7	Catcher	2020	35	0	12	45	7	0.364	0.348	0.712	18	0.298	0.077	24	105	120	0.88	6	0.78	3.73	0.094	49.6	0.248
3	장승현	두산	0.25	23	22	20	5	5	3	0	0	8	3	0	0	Catcher	2020	1	0	1	6	2	0.4	0.318	0.718	1	0.286	0	3	4	5	0.8	0	0.17	3.18	0.15	1.7	0.243
4	정상호	두산	0.163	42	92	86	3	14	6	0	0	20	8	3	1	Catcher	2020	2	0	0	29	4	0.233	0.18	0.413	4	0.154	0.5	6	19	25	0.76	0	0.07	3.38	0.07	1.3	0.139
5	이승민	두산	0	3	1	1	1	0	0	0	0	0	0	0	0	Catcher	2020	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0
1	페르난데스	두산	0.34	144	668	586	104	199	29	0	21	291	105	0	11	Infielder	2020	58	1	13	42	26	0.497	0.404	0.901	62	0.327	0	50	206	150	1.37	9	1.38	3.66	0.157	108.6	0.306
2	허경민	두산	0.332	117	487	437	70	145	25	1	7	193	58	3	7	Infielder	2020	35	2	5	28	10	0.442	0.382	0.824	45	0.375	0	33	128	143	0.9	3	1.25	3.45	0.11	71.6	0.282
3	오재일	두산	0.312	127	534	471	62	147	32	0	16	227	89	0	2	Infielder	2020	61	1	0	92	12	0.482	0.39	0.872	43	0.376	0	48	106	128	0.83	17	0.66	3.77	0.17	82.7	0.296
4	최주환	두산	0.306	140	574	509	63	156	29	4	16	241	88	1	10	Infielder	2020	47	5	7	66	7	0.473	0.366	0.839	41	0.349	0.75	49	103	194	0.53	7	0.71	4.2	0.167	88.1	0.283
5	김재호	두산	0.289	120	458	402	48	116	15	1	2	139	39	2	5	Infielder	2020	45	1	4	45	17	0.346	0.362	0.708	29	0.252	0	18	120	126	0.95	4	1	3.97	0.057	50.3	0.249
6	권민석	두산	0.26	55	57	50	6	13	2	0	0	15	7	2	2	Infielder	2020	3	0	0	15	0	0.3	0.291	0.591	2	0.357	1	2	14	10	1.4	0	0.2	3.86	0.04	5.5	0.206
7	이유찬	두산	0.258	101	108	89	30	23	2	1	0	27	6	2	1	Infielder	2020	14	0	2	25	2	0.303	0.368	0.671	3	0.219	1	3	15	27	0.56	0	0.56	4.37	0.045	12.6	0.241
8	신성현	두산	0.25	9	7	4	2	1	1	0	0	2	0	0	0	Infielder	2020	3	0	0	3	0	0.5	0.571	1.071	0	0	0.333	1	0	0	-	0	1	5.71	0.25	1.4	0.382
9	서예일	두산	0.24	40	29	25	4	6	2	0	0	8	1	0	1	Infielder	2020	3	0	0	7	0	0.32	0.31	0.63	0	0	0.5	2	5	8	0.63	0	0.43	3.9	0.08	3.1	0.22
10	오재원	두산	0.232	85	174	155	25	36	7	1	5	60	27	1	2	Infielder	2020	16	0	0	49	3	0.387	0.301	0.688	8	0.214	0.25	13	32	40	0.8	1	0.33	4.18	0.155	19	0.232
11	박지훈	두산	0	10	2	2	1	0	0	0	0	0	0	0	0	Infielder	2020	0	0	0	2	0	0	0	0	0	0	0	0	0	0	-	0	0	6	0	-0.2	0
11	오명진	두산	0	5	4	4	0	0	0	0	0	0	0	0	0	Infielder	2020	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	4.25	0	-0.4	0
1	박건우	두산	0.304	129	551	487	103	148	40	0	14	230	70	3	7	Outfielder	2020	42	2	12	65	9	0.472	0.369	0.841	43	0.28	0.5	54	114	167	0.68	11	0.65	3.72	0.168	83.3	0.284
2	정수빈	두산	0.298	141	559	490	84	146	17	8	5	194	59	7	5	Outfielder	2020	55	3	2	56	10	0.396	0.368	0.764	39	0.265	1	30	164	129	1.27	3	0.98	3.84	0.098	72.7	0.265
3	안권수	두산	0.27	68	41	37	10	10	0	0	0	10	3	1	1	Outfielder	2020	2	0	0	5	1	0.27	0.3	0.57	2	0.091	0	0	11	12	0.92	0	0.4	3.51	0	3.3	0.203
4	김재환	두산	0.266	140	614	516	82	137	26	1	30	255	113	0	6	Outfielder	2020	91	3	1	154	14	0.494	0.373	0.867	33	0.278	1	57	127	104	1.22	12	0.59	3.91	0.229	96.7	0.291
5	조수행	두산	0.263	44	40	38	12	10	0	0	0	10	4	0	0	Outfielder	2020	2	0	0	6	0	0.263	0.3	0.563	2	0.4	0	0	13	9	1.44	0	0.33	4.03	0	3	0.201
6	국해성	두산	0.233	46	94	86	10	20	1	0	3	30	17	0	1	Outfielder	2020	6	2	1	21	2	0.349	0.287	0.636	3	0.296	0.278	4	20	26	0.77	1	0.29	3.62	0.116	8.6	0.216
7	양찬열	두산	0.227	17	26	22	5	5	0	0	0	5	3	0	0	Outfielder	2020	3	0	1	2	0	0.227	0.346	0.573	1	0.4	0	0	9	6	1.5	0	1.5	4.08	0	2.3	0.212
8	김인태	두산	0.202	77	110	84	15	17	5	0	1	25	13	2	1	Outfielder	2020	21	0	2	13	3	0.298	0.37	0.668	1	0.2	0.214	6	25	30	0.83	1	1.62	4.05	0.095	11.6	0.241
9	백동훈	두산	0.188	27	19	16	5	3	1	0	0	4	0	0	0	Outfielder	2020	1	0	2	4	0	0.25	0.316	0.566	0	0	0	1	5	4	1.25	0	0.25	3.16	0.063	1.5	0.205
1	강태율	롯데	0.455	14	18	11	2	5	0	0	2	11	2	0	0	Catcher	2020	7	0	0	2	1	1	0.667	1.667	0	0.25	0.5	2	2	2	1	0	3.5	4.5	0.545	5.8	0.55
2	지성준	롯데	0.25	3	11	8	0	2	0	0	0	2	2	0	0	Catcher	2020	3	0	0	4	0	0.25	0.455	0.705	0	0.5	0	0	2	0	-	0	0.75	4.27	0	1.4	0.267
3	김준태	롯데	0.225	128	369	306	38	69	12	2	5	100	43	3	3	Catcher	2020	56	0	1	64	5	0.327	0.344	0.671	17	0.267	0.2	19	82	94	0.87	2	0.88	4.07	0.101	39.6	0.237
4	정보근	롯데	0.15	85	152	133	9	20	2	0	0	22	5	6	1	Catcher	2020	11	0	1	32	7	0.165	0.219	0.384	3	0.129	0	2	42	40	1.05	0	0.34	3.6	0.015	2.1	0.14
5	김강현	롯데	0	5	4	3	0	0	0	0	0	0	0	0	0	Catcher	2020	1	0	0	2	0	0	0.25	0.25	0	0	0	0	1	0	-	0	0.5	6	0	0.1	0.113
1	신용수	롯데	0.429	5	8	7	2	3	0	0	0	3	2	0	0	Infielder	2020	1	0	0	0	0	0.429	0.5	0.929	0	0.5	0	0	1	3	0.33	0	-	3.25	0	1.3	0.332
2	오윤석	롯데	0.298	63	197	168	31	50	7	1	4	71	32	1	2	Infielder	2020	24	0	2	47	2	0.423	0.388	0.811	12	0.378	0.25	12	32	41	0.78	4	0.51	4.17	0.125	28.8	0.28
3	이대호	롯데	0.292	144	611	542	67	158	27	0	20	245	110	0	11	Infielder	2020	53	9	5	68	21	0.452	0.354	0.806	40	0.323	0.667	47	154	173	0.89	16	0.78	3.54	0.161	83.7	0.272
4	안치홍	롯데	0.286	124	460	412	49	118	28	0	8	170	54	4	2	Infielder	2020	35	2	7	47	11	0.413	0.351	0.764	30	0.288	0.286	36	112	137	0.82	3	0.74	3.74	0.126	58	0.261
5	마차도	롯데	0.28	144	560	486	79	136	31	1	12	205	67	4	8	Infielder	2020	54	2	8	60	20	0.422	0.356	0.778	36	0.281	0	44	144	154	0.94	2	0.9	3.75	0.142	73.7	0.266
6	전준우	롯데	0.279	143	628	562	95	157	34	1	26	271	96	3	3	Infielder	2020	52	0	8	79	21	0.482	0.347	0.829	42	0.272	0.667	61	174	155	1.12	10	0.66	3.73	0.203	87	0.277
7	한동희	롯데	0.278	135	531	461	62	128	22	0	17	201	67	5	3	Infielder	2020	57	0	5	97	15	0.436	0.361	0.797	34	0.243	0.5	39	137	102	1.34	4	0.59	3.87	0.158	70	0.271
8	김민수	롯데	0.25	3	10	8	1	2	0	0	0	2	0	0	0	Infielder	2020	2	0	0	4	0	0.25	0.4	0.65	1	0.333	0	0	1	1	1	0	0.5	5.2	0	1.3	0.243
9	김동한	롯데	0.221	82	73	68	23	15	5	0	0	20	5	0	0	Infielder	2020	5	0	0	8	2	0.294	0.274	0.568	1	0.13	0.083	5	30	15	2	0	0.63	3.23	0.074	5.2	0.197
10	신본기	롯데	0.217	81	123	106	18	23	1	0	2	30	12	1	1	Infielder	2020	14	0	1	22	3	0.283	0.311	0.594	4	0.393	0.1	3	33	29	1.14	0	0.64	3.8	0.066	10.5	0.211
11	배성근	롯데	0	4	7	7	0	0	0	0	0	0	0	0	0	Infielder	2020	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0.25	0	0	3.86	0	-1	0
11	이호연	롯데	0	1	2	2	0	0	0	0	0	0	0	0	0	Infielder	2020	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6.5	0	-0.2	0
1	손아섭	롯데	0.352	141	611	540	98	190	43	0	11	266	85	1	7	Outfielder	2020	61	4	2	56	9	0.493	0.415	0.908	59	0.333	0.667	54	171	130	1.32	11	1.09	3.71	0.141	104.1	0.31
2	정훈	롯데	0.295	111	476	410	72	121	19	1	11	175	58	2	4	Outfielder	2020	56	0	4	85	8	0.427	0.382	0.809	36	0.357	0	31	89	119	0.75	3	0.66	4.28	0.132	69.5	0.279
3	이병규	롯데	0.274	53	194	164	28	45	4	0	9	76	32	0	1	Outfielder	2020	28	0	1	55	5	0.463	0.381	0.844	11	0.326	0.25	13	34	31	1.1	3	0.51	4.35	0.189	29.1	0.287
4	김재유	롯데	0.259	68	133	116	20	30	1	0	1	34	9	2	0	Outfielder	2020	12	0	3	35	2	0.293	0.344	0.637	6	0.244	0.3	2	29	22	1.32	0	0.34	4.23	0.034	13.7	0.228
5	민병헌	롯데	0.233	109	342	309	42	72	12	0	2	90	23	5	2	Outfielder	2020	21	1	5	62	12	0.291	0.291	0.582	16	0.175	0.182	14	100	77	1.3	6	0.34	3.57	0.058	23.8	0.204
6	강로한	롯데	0.19	16	26	21	6	4	0	0	0	4	1	0	0	Outfielder	2020	4	0	1	6	0	0.19	0.346	0.536	0	0.111	0	0	8	3	2.67	1	0.67	4.23	0	2.2	0.203
